"Name","year","month","city_num","pm25","lr_op","DATE","AWND","TAVG","PRCP"
"Asheville",2013,160,4,7.95992897219678,0,"2013-04",1.8,13.66,147.2
"Asheville",2013,161,4,7.39160512446192,0,"2013-05",1.5,17.29,154.2
"Asheville",2013,162,4,8.15981735431307,0,"2013-06",0.9,22.4,158
"Asheville",2013,163,4,6.70019617212008,0,"2013-07",0.9,23.37,308.1
"Asheville",2013,164,4,8.87024817198989,0,"2013-08",0.7,22.52,82
"Asheville",2013,165,4,9.24096717916913,0,"2013-09",0.7,19.97,64.9
"Asheville",2013,166,4,7.68192241859155,0,"2013-10",0.8,14.95,42.8
"Asheville",2013,167,4,7.83935364557335,0,"2013-11",1.7,6.95,72.3
"Asheville",2013,168,4,7.96839694907556,0,"2013-12",1.8,5.98,136.4
"Asheville",2014,169,4,7.50142860760444,0,"2014-01",2.1,-0.36,38.2
"Asheville",2014,170,4,8.65828869050611,0,"2014-02",1.9,4.86,62.2
"Asheville",2014,171,4,9.00136727483186,0,"2014-03",2,7.6,53.5
"Asheville",2014,172,4,8.01924566380051,0,"2014-04",2,14.46,157
"Asheville",2014,173,4,9.06542894869919,0,"2014-05",1.2,18.88,71.7
"Asheville",2014,174,4,8.82134539617335,0,"2014-06",0.9,22.98,36.7
"Asheville",2014,175,4,9.77808253482042,0,"2014-07",0.7,22.27,118.1
"Asheville",2014,176,4,9.52110301206875,0,"2014-08",0.6,22.96,61.2
"Asheville",2014,177,4,6.3487875041378,0,"2014-09",0.6,21.42,151.8
"Asheville",2014,178,4,6.06347758647764,0,"2014-10",1.3,14.75,86
"Asheville",2014,179,4,7.83318826292808,0,"2014-11",1.8,6.1,63.9
"Asheville",2014,180,4,7.82220706908104,0,"2014-12",1.6,6.84,44.5
"Asheville",2015,181,4,7.20707835384903,0,"2015-01",2,3.2,50.7
"Asheville",2015,182,4,8.71681566360651,0,"2015-02",2.4,0.6,39.8
"Asheville",2015,183,4,6.33076390113047,0,"2015-03",1.7,10.85,43.1
"Asheville",2015,184,4,6.18613032618664,0,"2015-04",1.6,15.5,127.4
"Asheville",2015,185,4,8.73964823720414,0,"2015-05",1.2,20.19,32.9
"Asheville",2015,186,4,9.19541354591586,0,"2015-06",0.9,23.98,92.2
"Asheville",2015,187,4,10.3452177581626,0,"2015-07",0.6,24.89,118.3
"Asheville",2015,188,4,7.70075047541105,0,"2015-08",0.7,23.77,98.9
"Asheville",2015,189,4,7.11163385665227,0,"2015-09",0.7,20.94,141.8
"Asheville",2015,190,4,5.14199101669995,0,"2015-10",0.8,14.91,156.5
